Ambient temp,Direct normal solar,Diffuse horizontal solar
5.9,0,27.3
6.3,0,37.8
6.6,0,88.2
6.9,0,51
7.3,0,104.8
7.7,0,109.6
8.2,0,73.2
8.4,0,50.4
8.3,0,7.7
8.3,0,0
8.3,0,0
8.3,0,0
8.4,0,0
8.5,0,0
8.6,0,0
8.6,0,0
8.6,0,0
8.4,0,0
8.2,0,0
7.9,0,0
7.6,0,0
7.3,0,0
6.8,0,0
6.2,10.4,7.7
5.6,383.2,41.4
5.8,564.8,41.3
6.9,705.6,40.8
8.1,732.6,65.7
8.4,481.8,68.4
8,219.1,144
7.6,229.2,92
7.1,294,38.4
6.6,143.2,10.5
6.1,0,0
5.7,0,0
5.4,0,0
5.1,0,0
5,0,0
5.1,0,0
5.1,0,0
5.2,0,0
5.3,0,0
5.4,0,0
5.5,0,0
5.6,0,0
5.7,0,0
5.8,0,0
6,0,1.8
6.2,0,27.9
6.7,0,72
7.3,0,82.4
8,0,118.8
8.3,0,86.4
8.2,0,76.3
8.1,0,64.8
8,0,57.6
8,0,11.2
8,0,0
7.9,0,0
7.8,0,0
7.7,0,0
7.7,0,0
7.6,0,0
7.6,0,0
7.3,0,0
6.7,0,0
6.2,0,0
5.8,0,0
5.5,0,0
5.3,0,0
5.3,0,0
5.6,12.8,8.4
5.9,21,81
6.6,349.2,99
7.9,227.5,124.6
9.1,16.8,156.1
9.5,124.6,166.6
9,295.2,115.2
8.5,281.4,71.4
8,226.8,62.4
7.6,37.8,16.8
7.2,0,0
7,0,0
6.9,0,0
6.8,0,0
6.9,0,0
7.2,0,0
7.5,0,0
7.7,0,0
7.7,0,0
7.8,0,0
7.9,0,0
8.1,0,0
8.3,0,0
8.3,0,0
8.1,0,4.2
7.9,0,15
7.5,0,44.4
7,0,61.6
6.5,71.4,80.8
6.2,31.2,156.1
6.1,233.1,145.6
6,21,69
5.7,76.5,61.6
5.1,60.8,12
4.5,0,0
4,0,0
3.7,0,0
3.4,0,0
3.2,0,0
3.2,0,0
3.2,0,0
3.1,0,0
2.9,0,0
2.7,0,0
2.6,0,0
2.6,0,0
2.6,0,0
2.8,0,0
3.1,7.2,9.6
3.4,0,61.6
4,0,78
5,0,112
5.9,0,135.1
6.3,0,203.4
6,3.6,170.1
5.8,0,108.8
5,48.6,75.6
3.8,132.8,19.8
2.5,0,0
1.4,0,0
0.5,0,0
-0.4,0,0
-0.8,0,0
-0.8,0,0
-0.8,0,0
-0.8,0,0
-0.8,0,0
-0.8,0,0
-1.1,0,0
-1.5,0,0
-2,0,0
-1.7,0,0
-0.6,0,11.9
0.5,0,36.8
1.8,0,76
3.5,0,89.4
5.2,0,126.6
6.2,0,192.6
6.6,16.8,133.2
7,246.4,90.6
6.6,488.7,52.2
5.4,97.8,13.8
4.2,0,0
3,0,0
1.6,0,0
0.3,0,0
-0.5,0,0
-0.8,0,0
-1.2,0,0
-1.6,0,0
-2.2,0,0
-2.9,0,0
-3.2,0,0
-3.2,0,0
-3.3,0,0
-2.6,0,0
-1.3,23.4,17.1
0,0,63
1.3,92.4,114.8
2.7,619.2,47.4
4,711,80.1
5.4,646.2,66.6
6.7,714.6,45.6
8.1,660.6,40.2
7.6,538.2,36.4
5.5,183.6,19.2
3.3,0,0
2.1,0,0
1.8,0,0
1.6,0,0
1.4,0,0
1.1,0,0
0.8,0,0
0.4,0,0
-0.1,0,0
-0.7,0,0
-1.2,0,0
-1.6,0,0
-2.1,0,0
-1.7,0,0
-0.7,156.1,15.3
0.4,378.6,36
2.2,709.2,39.2
4.7,774,48.8
7.2,608.8,92.7
8.8,385,99.6
9.3,689.4,54
9.9,634.4,47.2
9.2,466.9,37.6
7.2,245.7,18.4
5.3,0,0
3.9,0,0
3,0,0
2.2,0,0
1.8,0,0
1.9,0,0
1.9,0,0
1.7,0,0
1.1,0,0
0.5,0,0
0,0,0
